id,abilities,name,weight,ThumbnailAltText,weakness,number,height,collectibles_slug,featured,ThumbnailImage,threat_type,slug
608,IlluminateKeen Eye,Watchog,59.5,Watchog,Fighting,505,43,watchog,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/505.png,normal,watchog
609,PickupVital Spirit,Lillipup,9,Lillipup,Fighting,506,16,lillipup,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/506.png,normal,lillipup
610,IntimidateSand Rush,Herdier,32.4,Herdier,Fighting,507,35,herdier,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/507.png,normal,herdier
611,IntimidateSand Rush,Stoutland,134.5,Stoutland,Fighting,508,47,stoutland,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/508.png,normal,stoutland
612,LimberUnburden,Purrloin,22.3,Purrloin,Fighting Bug Fairy,509,16,purrloin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/509.png,dark,purrloin
613,LimberUnburden,Liepard,82.7,Liepard,Fighting Bug Fairy,510,43,liepard,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/510.png,dark,liepard
614,Gluttony,Pansage,23.1,Pansage,Fire Ice Poison Flying Bug,511,24,pansage,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/511.png,grass,pansage
615,Gluttony,Simisage,67.2,Simisage,Fire Ice Poison Flying Bug,512,43,simisage,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/512.png,grass,simisage
616,Gluttony,Pansear,24.3,Pansear,Water Ground Rock,513,24,pansear,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/513.png,fire,pansear
617,Gluttony,Simisear,61.7,Simisear,Water Ground Rock,514,39,simisear,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/514.png,fire,simisear
618,Gluttony,Panpour,29.8,Panpour,Grass Electric,515,24,panpour,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/515.png,water,panpour
619,Gluttony,Simipour,63.9,Simipour,Grass Electric,516,39,simipour,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/516.png,water,simipour
620,ForewarnSynchronize,Munna,51.4,Munna,Bug Ghost Dark,517,24,munna,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/517.png,psychic,munna
621,ForewarnSynchronize,Musharna,133.4,Musharna,Bug Ghost Dark,518,43,musharna,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/518.png,psychic,musharna
622,Big PecksSuper Luck,Pidove,4.6,Pidove,Electric Ice Rock,519,12,pidove,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/519.png,normal flying,pidove
623,Big PecksSuper Luck,Tranquill,33.1,Tranquill,Electric Ice Rock,520,24,tranquill,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/520.png,normal flying,tranquill
624,Big PecksSuper Luck,Unfezant,63.9,Unfezant,Electric Ice Rock,521,47,unfezant,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/521.png,normal flying,unfezant
625,Lightning RodMotor Drive,Blitzle,65.7,Blitzle,Ground,522,31,blitzle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png,electric,blitzle
626,Lightning RodMotor Drive,Zebstrika,175.3,Zebstrika,Ground,523,63,zebstrika,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png,electric,zebstrika
627,Sturdy,Roggenrola,39.7,Roggenrola,Water Grass Fighting Ground Steel,524,16,roggenrola,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png,rock,roggenrola
628,Sturdy,Boldore,224.9,Boldore,Water Grass Fighting Ground Steel,525,35,boldore,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png,rock,boldore
629,Sturdy,Gigalith,573.2,Gigalith,Water Grass Fighting Ground Steel,526,67,gigalith,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png,rock,gigalith
630,KlutzUnaware,Woobat,4.6,Woobat,Electric Ice Rock Ghost Dark,527,16,woobat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png,psychic flying,woobat
631,KlutzUnaware,Swoobat,23.1,Swoobat,Electric Ice Rock Ghost Dark,528,35,swoobat,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png,psychic flying,swoobat
632,Sand ForceSand Rush,Drilbur,18.7,Drilbur,Water Grass Ice,529,12,drilbur,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png,ground,drilbur
633,Sand ForceSand Rush,Excadrill,89.1,Excadrill,Fire Water Fighting Ground,530,28,excadrill,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png,ground steel,excadrill
634,Healer,Audino,70.5,Audino,Steel Poison,531,59,audino,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png,normal fairy,audino
635,HealerRegenerator,Audino,68.3,Audino,Fighting,531,43,audino,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png,normal,audino
636,GutsSheer Force,Timburr,27.6,Timburr,Flying Psychic Fairy,532,24,timburr,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png,fighting,timburr
637,GutsSheer Force,Gurdurr,88.2,Gurdurr,Flying Psychic Fairy,533,47,gurdurr,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png,fighting,gurdurr
638,GutsSheer Force,Conkeldurr,191.8,Conkeldurr,Flying Psychic Fairy,534,55,conkeldurr,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png,fighting,conkeldurr
639,HydrationSwift Swim,Tympole,9.9,Tympole,Grass Electric,535,20,tympole,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png,water,tympole
640,HydrationSwift Swim,Palpitoad,37.5,Palpitoad,Grass,536,31,palpitoad,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png,water ground,palpitoad
641,Poison TouchSwift Swim,Seismitoad,136.7,Seismitoad,Grass,537,59,seismitoad,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png,water ground,seismitoad
642,GutsInner Focus,Throh,122.4,Throh,Flying Psychic Fairy,538,51,throh,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png,fighting,throh
643,Inner FocusSturdy,Sawk,112.4,Sawk,Flying Psychic Fairy,539,55,sawk,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png,fighting,sawk
644,ChlorophyllSwarm,Sewaddle,5.5,Sewaddle,Fire Flying Ice Poison Bug Rock,540,12,sewaddle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png,bug grass,sewaddle
645,ChlorophyllLeaf Guard,Swadloon,16.1,Swadloon,Fire Flying Ice Poison Bug Rock,541,20,swadloon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png,bug grass,swadloon
646,ChlorophyllSwarm,Leavanny,45.2,Leavanny,Fire Flying Ice Poison Bug Rock,542,47,leavanny,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png,bug grass,leavanny
647,Poison PointSwarm,Venipede,11.7,Venipede,Fire Flying Psychic Rock,543,16,venipede,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png,bug poison,venipede
648,Poison PointSwarm,Whirlipede,129,Whirlipede,Fire Flying Rock Psychic,544,47,whirlipede,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png,bug poison,whirlipede
649,Poison PointSwarm,Scolipede,442,Scolipede,Fire Flying Psychic Rock,545,98,scolipede,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png,bug poison,scolipede
650,InfiltratorPrankster,Cottonee,1.3,Cottonee,Fire Ice Poison Flying Steel,546,12,cottonee,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png,grass fairy,cottonee
651,InfiltratorPrankster,Whimsicott,14.6,Whimsicott,Fire Ice Poison Flying Steel,547,28,whimsicott,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png,grass fairy,whimsicott
652,ChlorophyllOwn Tempo,Petilil,14.6,Petilil,Fire Ice Poison Flying Bug,548,20,petilil,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png,grass,petilil
653,ChlorophyllOwn Tempo,Lilligant,35.9,Lilligant,Fire Ice Poison Flying Bug,549,43,lilligant,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png,grass,lilligant
654,AdaptabilityRock Head,Basculin,39.7,Basculin,Grass Electric,550,39,basculin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png,water,basculin
655,AdaptabilityReckless,Basculin,39.7,Basculin,Grass Electric,550,39,basculin,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png,water,basculin
656,IntimidateMoxie,Sandile,33.5,Sandile,Water Grass Ice Fighting Bug Fairy,551,28,sandile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/551.png,ground dark,sandile
657,IntimidateMoxie,Krokorok,73.6,Krokorok,Water Grass Ice Fighting Bug Fairy,552,39,krokorok,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/552.png,ground dark,krokorok
658,IntimidateMoxie,Krookodile,212.3,Krookodile,Water Grass Ice Fighting Bug Fairy,553,59,krookodile,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/553.png,ground dark,krookodile
659,Hustle,Darumaka,82.7,Darumaka,Water Ground Rock,554,24,darumaka,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/554.png,fire,darumaka
660,Sheer Force,Darmanitan,204.8,Darmanitan,Ghost Dark Water Rock Ground,555,51,darmanitan,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png,fire psychic,darmanitan
661,Sheer Force,Darmanitan,204.8,Darmanitan,Water Ground Rock,555,51,darmanitan,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/555.png,fire,darmanitan
662,ChlorophyllWater Absorb,Maractus,61.7,Maractus,Fire Ice Poison Flying Bug,556,39,maractus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/556.png,grass,maractus
663,Shell ArmorSturdy,Dwebble,32,Dwebble,Water Rock Steel,557,12,dwebble,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/557.png,bug rock,dwebble
664,Shell ArmorSturdy,Crustle,440.9,Crustle,Water Rock Steel,558,55,crustle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/558.png,bug rock,crustle
665,MoxieShed Skin,Scraggy,26,Scraggy,Fighting Flying Fairy,559,24,scraggy,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/559.png,dark fighting,scraggy
666,MoxieShed Skin,Scrafty,66.1,Scrafty,Fighting Flying Fairy,560,43,scrafty,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/560.png,dark fighting,scrafty
667,Magic GuardWonder Skin,Sigilyph,30.9,Sigilyph,Electric Ice Rock Ghost Dark,561,55,sigilyph,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/561.png,psychic flying,sigilyph
668,Mummy,Yamask,3.3,Yamask,Ghost Dark,562,20,yamask,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/562.png,ghost,yamask
669,Mummy,Cofagrigus,168.7,Cofagrigus,Ghost Dark,563,67,cofagrigus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/563.png,ghost,cofagrigus
670,Solid RockSturdy,Tirtouga,36.4,Tirtouga,Grass Electric Fighting Ground,564,28,tirtouga,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/564.png,water rock,tirtouga
671,Solid RockSturdy,Carracosta,178.6,Carracosta,Grass Electric Fighting Ground,565,47,carracosta,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/565.png,water rock,carracosta
672,Defeatist,Archen,20.9,Archen,Water Electric Ice Rock Steel,566,20,archen,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/566.png,rock flying,archen
673,Defeatist,Archeops,70.5,Archeops,Water Electric Ice Rock Steel,567,55,archeops,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/567.png,rock flying,archeops
674,StenchSticky Hold,Trubbish,68.3,Trubbish,Ground Psychic,568,24,trubbish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/568.png,poison,trubbish
675,StenchWeak Armor,Garbodor,236.6,Garbodor,Ground Psychic,569,75,garbodor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/569.png,poison,garbodor
676,Illusion,Zorua,27.6,Zorua,Fighting Bug Fairy,570,28,zorua,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/570.png,dark,zorua
677,Illusion,Zoroark,178.8,Zoroark,Fighting Bug Fairy,571,63,zoroark,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/571.png,dark,zoroark
678,Cute CharmTechnician,Minccino,12.8,Minccino,Fighting,572,16,minccino,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/572.png,normal,minccino
679,Cute CharmTechnician,Cinccino,16.5,Cinccino,Fighting,573,20,cinccino,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/573.png,normal,cinccino
680,CompetitiveFrisk,Gothita,12.8,Gothita,Bug Ghost Dark,574,16,gothita,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/574.png,psychic,gothita
681,CompetitiveFrisk,Gothorita,39.7,Gothorita,Bug Ghost Dark,575,28,gothorita,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/575.png,psychic,gothorita
682,CompetitiveFrisk,Gothitelle,97,Gothitelle,Bug Ghost Dark,576,59,gothitelle,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/576.png,psychic,gothitelle
683,Magic GuardOvercoat,Solosis ,2.2,Solosis ,Bug Ghost Dark,577,12,solosis,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/577.png,psychic,solosis
684,Magic GuardOvercoat,Duosion,17.6,Duosion,Bug Ghost Dark,578,24,duosion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/578.png,psychic,duosion
685,Magic GuardOvercoat,Reuniclus,44.3,Reuniclus,Bug Ghost Dark,579,39,reuniclus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/579.png,psychic,reuniclus
686,Big PecksKeen Eye,Ducklett,12.1,Ducklett,Electric Rock,580,20,ducklett,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/580.png,water flying,ducklett
687,Big PecksKeen Eye,Swanna,53.4,Swanna,Electric Rock,581,51,swanna,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/581.png,water flying,swanna
688,Ice Body,Vanillite,12.6,Vanillite,Fire Fighting Rock Steel,582,16,vanillite,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/582.png,ice,vanillite
689,Ice Body,Vanillish,90.4,Vanillish,Fire Fighting Rock Steel,583,43,vanillish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/583.png,ice,vanillish
690,Ice Body,Vanilluxe,126.8,Vanilluxe,Fire Fighting Rock Steel,584,51,vanilluxe,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/584.png,ice,vanilluxe
691,ChlorophyllSap Sipper,Deerling,43,Deerling,Fire Flying Fighting Poison Ice Bug,585,24,deerling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png,normal grass,deerling
692,ChlorophyllSap Sipper,Deerling,43,Deerling,Fire Flying Fighting Poison Ice Bug,585,24,deerling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png,normal grass,deerling
693,ChlorophyllSap Sipper,Deerling,43,Deerling,Fire Flying Fighting Poison Ice Bug,585,24,deerling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png,normal grass,deerling
694,ChlorophyllSap Sipper,Deerling,43,Deerling,Fire Ice Fighting Poison Flying Bug,585,24,deerling,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/585.png,normal grass,deerling
695,ChlorophyllSap Sipper,Sawsbuck,203.9,Sawsbuck,Fire Flying Fighting Poison Ice Bug,586,75,sawsbuck,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png,normal grass,sawsbuck
696,ChlorophyllSap Sipper,Sawsbuck,203.9,Sawsbuck,Fire Flying Fighting Poison Ice Bug,586,75,sawsbuck,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png,normal grass,sawsbuck
697,ChlorophyllSap Sipper,Sawsbuck,203.9,Sawsbuck,Fire Flying Fighting Poison Ice Bug,586,75,sawsbuck,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png,normal grass,sawsbuck
698,ChlorophyllSap Sipper,Sawsbuck,203.9,Sawsbuck,Fire Ice Fighting Poison Flying Bug,586,75,sawsbuck,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/586.png,normal grass,sawsbuck
699,Static,Emolga,11,Emolga,Ice Rock,587,16,emolga,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/587.png,electric flying,emolga
700,Shed SkinSwarm,Karrablast,13,Karrablast,Fire Flying Rock,588,20,karrablast,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/588.png,bug,karrablast
701,Shell ArmorSwarm,Escavalier,72.8,Escavalier,Fire,589,39,escavalier,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/589.png,bug steel,escavalier
702,Effect Spore,Foongus,2.2,Foongus,Fire Ice Flying Psychic,590,8,foongus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/590.png,grass poison,foongus
703,Effect Spore,Amoonguss,23.1,Amoonguss,Fire Ice Flying Psychic,591,24,amoonguss,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/591.png,grass poison,amoonguss
704,Cursed BodyWater Absorb,Frillish,72.8,Frillish,Grass Electric Ghost Dark,592,47,frillish,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/592.png,water ghost,frillish
705,Cursed BodyWater Absorb,Jellicent,297.6,Jellicent,Grass Electric Ghost Dark,593,87,jellicent,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/593.png,water ghost,jellicent
706,HealerHydration,Alomomola,69.7,Alomomola,Grass Electric,594,47,alomomola,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/594.png,water,alomomola
707,Compound EyesUnnerve,Joltik,1.3,Joltik,Fire Rock,595,4,joltik,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/595.png,bug electric,joltik
708,Compound EyesUnnerve,Galvantula,31.5,Galvantula,Fire Rock,596,31,galvantula,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/596.png,bug electric,galvantula
709,Iron Barbs,Ferroseed,41.4,Ferroseed,Fire Fighting,597,24,ferroseed,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/597.png,grass steel,ferroseed
710,Iron Barbs,Ferrothorn,242.5,Ferrothorn,Fire Fighting,598,39,ferrothorn,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/598.png,grass steel,ferrothorn
711,MinusPlus,Klink,46.3,Klink,Fire Fighting Ground,599,12,klink,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/599.png,steel,klink
712,MinusPlus,Klang,112.4,Klang,Fire Fighting Ground,600,24,klang,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/600.png,steel,klang
713,MinusPlus,Klinklang,178.6,Klinklang,Fire Fighting Ground,601,24,klinklang,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/601.png,steel,klinklang
714,Levitate,Tynamo,0.7,Tynamo,,602,8,tynamo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/602.png,electric,tynamo
715,Levitate,Eelektrik,48.5,Eelektrik,,603,47,eelektrik,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/603.png,electric,eelektrik
716,Levitate,Eelektross,177.5,Eelektross,,604,83,eelektross,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/604.png,electric,eelektross
717,SynchronizeTelepathy,Elgyem,19.8,Elgyem,Bug Ghost Dark,605,20,elgyem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/605.png,psychic,elgyem
718,SynchronizeTelepathy,Beheeyem,76.1,Beheeyem,Bug Ghost Dark,606,39,beheeyem,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/606.png,psychic,beheeyem
719,Flame BodyFlash Fire,Litwick,6.8,Litwick,Water Ground Rock Ghost Dark,607,12,litwick,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/607.png,ghost fire,litwick
720,Flame BodyFlash Fire,Lampent,28.7,Lampent,Water Ground Rock Ghost Dark,608,24,lampent,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/608.png,ghost fire,lampent
721,Flame BodyFlash Fire,Chandelure,75.6,Chandelure,Water Ground Rock Ghost Dark,609,39,chandelure,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/609.png,ghost fire,chandelure
722,Mold BreakerRivalry,Axew,39.7,Axew,Ice Dragon Fairy,610,24,axew,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/610.png,dragon,axew
723,Mold BreakerRivalry,Fraxure,79.4,Fraxure,Ice Dragon Fairy,611,39,fraxure,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/611.png,dragon,fraxure
724,Mold BreakerRivalry,Haxorus,232.6,Haxorus,Ice Dragon Fairy,612,71,haxorus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/612.png,dragon,haxorus
725,Snow Cloak,Cubchoo,18.7,Cubchoo,Fire Fighting Rock Steel,613,20,cubchoo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/613.png,ice,cubchoo
726,Snow Cloak,Beartic,573.2,Beartic,Fire Fighting Rock Steel,614,102,beartic,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/614.png,ice,beartic
727,Levitate,Cryogonal,326.3,Cryogonal,Fire Fighting Rock Steel,615,43,cryogonal,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/615.png,ice,cryogonal
728,HydrationShell Armor,Shelmet,17,Shelmet,Fire Flying Rock,616,16,shelmet,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/616.png,bug,shelmet
729,HydrationSticky Hold,Accelgor,55.8,Accelgor,Fire Flying Rock,617,31,accelgor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/617.png,bug,accelgor
730,LimberStatic,Stunfisk,24.3,Stunfisk,Water Grass Ice Ground,618,28,stunfisk,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png,ground electric,stunfisk
731,Inner FocusRegenerator,Mienfoo,44.1,Mienfoo,Flying Psychic Fairy,619,35,mienfoo,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png,fighting,mienfoo
732,Inner FocusRegenerator,Mienshao,78.3,Mienshao,Flying Psychic Fairy,620,55,mienshao,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png,fighting,mienshao
733,Rough SkinSheer Force,Druddigon,306.4,Druddigon,Ice Dragon Fairy,621,63,druddigon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png,dragon,druddigon
734,Iron FistKlutz,Golett,202.8,Golett,Water Grass Ice Ghost Dark,622,39,golett,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/622.png,ground ghost,golett
735,Iron FistKlutz,Golurk,727.5,Golurk,Water Grass Ice Ghost Dark,623,110,golurk,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/623.png,ground ghost,golurk
736,DefiantInner Focus,Pawniard,22.5,Pawniard,Fighting Fire Ground,624,20,pawniard,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png,dark steel,pawniard
737,DefiantInner Focus,Bisharp,154.3,Bisharp,Fighting Fire Ground,625,63,bisharp,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png,dark steel,bisharp
738,RecklessSap Sipper,Bouffalant,208.6,Bouffalant,Fighting,626,63,bouffalant,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/626.png,normal,bouffalant
739,Keen EyeSheer Force,Rufflet,23.1,Rufflet,Electric Ice Rock,627,20,rufflet,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/627.png,normal flying,rufflet
740,Keen EyeSheer Force,Braviary,90.4,Braviary,Electric Ice Rock,628,59,braviary,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/628.png,normal flying,braviary
741,Big PecksOvercoat,Vullaby,19.8,Vullaby,Electric Ice Rock Fairy,629,20,vullaby,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/629.png,dark flying,vullaby
742,Big PecksOvercoat,Mandibuzz,87.1,Mandibuzz,Electric Ice Rock Fairy,630,47,mandibuzz,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/630.png,dark flying,mandibuzz
743,Flash FireGluttony,Heatmor,127.9,Heatmor,Water Ground Rock,631,55,heatmor,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/631.png,fire,heatmor
744,HustleSwarm,Durant,72.8,Durant,Fire,632,12,durant,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/632.png,bug steel,durant
745,Hustle,Deino,38.1,Deino,Ice Fighting Bug Dragon Fairy,633,31,deino,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/633.png,dark dragon,deino
746,Hustle,Zweilous,110.2,Zweilous,Ice Fighting Bug Dragon Fairy,634,55,zweilous,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/634.png,dark dragon,zweilous
747,Levitate,Hydreigon,352.7,Hydreigon,Ice Fighting Bug Dragon Fairy,635,71,hydreigon,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/635.png,dark dragon,hydreigon
748,Flame Body,Larvesta,63.5,Larvesta,Rock Water Flying,636,43,larvesta,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/636.png,bug fire,larvesta
749,Flame Body,Volcarona,101.4,Volcarona,Rock Water Flying,637,63,volcarona,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/637.png,bug fire,volcarona
750,Justified,Cobalion,551.2,Cobalion,Fire Fighting Ground,638,83,cobalion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/638.png,steel fighting,cobalion
751,Justified,Terrakion,573.2,Terrakion,Water Grass Fighting Ground Steel Psychic Fairy,639,75,terrakion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/639.png,rock fighting,terrakion
752,Justified,Virizion,440.9,Virizion,Flying Fire Ice Poison Psychic Fairy,640,79,virizion,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/640.png,grass fighting,virizion
753,Regenerator,Tornadus,138.9,Tornadus,Rock Electric Ice,641,55,tornadus,TRUE,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/641.png,flying,tornadus
